Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,TotalSpending,NumPurchases,cluster
PhD,Single,76412.0,0,0,15,1,5,4,8,3,0,0,1,1,0,0,1,45,1808,18,2
Graduation,Married,22063.0,1,0,43,2,2,0,3,7,0,0,0,0,0,0,0,53,55,7,1
Graduation,Single,57091.0,0,0,0,1,7,3,7,5,0,0,0,0,1,0,1,64,577,18,2
Graduation,Married,22419.0,0,0,74,1,3,2,2,8,0,0,0,0,0,0,0,62,162,8,1
Graduation,Together,87771.0,0,1,61,1,5,10,4,6,0,1,1,1,1,0,1,66,1957,20,2
2n Cycle,Divorced,78353.0,0,1,51,1,10,2,11,8,0,0,0,0,0,0,0,66,1576,24,0
Graduation,Married,93404.0,1,2,97,3,3,4,7,5,0,1,1,0,0,0,0,71,1616,17,2
Graduation,Divorced,37859.0,1,2,75,2,1,0,3,8,0,0,0,0,0,0,0,63,36,6,1
PhD,Widow,80995.0,0,1,83,1,8,9,4,4,0,0,0,0,0,0,0,67,1482,22,2
Graduation,Together,16529.0,1,0,23,1,1,0,3,6,0,0,0,0,0,0,0,41,22,5,1
PhD,Divorced,55412.0,1,1,65,1,2,0,3,5,0,0,0,0,0,0,0,49,63,6,1
Graduation,Single,48789.0,0,0,94,1,6,4,7,6,0,0,0,0,0,0,0,33,680,18,0
PhD,Together,56575.0,0,2,42,3,7,3,7,5,0,0,0,0,0,0,0,58,542,20,0
2n Cycle,Together,25130.0,1,0,10,2,2,0,3,7,0,0,0,0,0,0,0,45,50,7,1
Graduation,Married,35441.0,1,1,94,2,1,0,3,8,0,0,0,0,0,0,0,58,39,6,1
Graduation,Married,71391.0,0,1,50,5,6,5,12,3,0,0,0,0,0,0,0,69,1043,28,2
Master,Single,49494.0,1,0,46,2,6,1,5,7,0,0,0,0,0,0,0,53,385,14,1
Graduation,Divorced,81702.0,0,0,98,1,7,7,12,3,0,0,0,0,0,0,0,45,1633,27,2
2n Cycle,Single,45889.0,0,1,42,1,1,0,3,6,0,0,0,0,0,0,0,45,46,5,1
Graduation,Single,56628.0,0,1,30,2,7,6,5,5,1,0,0,0,0,0,0,48,761,20,2
Graduation,Together,34026.0,1,1,11,3,2,1,3,5,0,0,0,0,0,0,0,75,76,9,1
Graduation,Married,40049.0,0,1,61,3,3,2,6,5,0,0,0,0,0,0,0,51,290,14,1
Graduation,Single,34176.0,1,0,12,4,3,0,4,6,0,0,0,0,0,0,0,37,89,11,1
Graduation,Married,19419.0,1,0,76,4,4,0,3,9,0,0,0,0,0,0,0,44,70,11,1
2n Cycle,Married,82504.0,0,0,2,1,3,6,7,1,0,0,0,0,0,0,0,65,1066,17,2
Graduation,Together,81205.0,0,0,43,1,5,6,7,2,1,0,1,0,1,0,1,55,2009,19,2
2n Cycle,Single,61618.0,0,0,27,2,3,6,8,3,0,0,0,0,0,0,0,34,1345,19,2
Master,Single,55284.0,0,1,60,3,7,5,8,5,0,0,0,0,0,0,0,69,764,23,0
Graduation,Single,49980.0,0,1,79,2,3,1,5,5,0,0,0,0,0,0,0,62,195,11,1
Graduation,Married,15072.0,2,0,96,4,3,1,3,5,0,0,0,0,0,0,0,45,53,11,1
Graduation,Single,49166.0,0,1,17,2,5,3,3,6,0,0,0,0,0,0,0,51,368,13,1
PhD,Married,65324.0,0,1,0,3,6,2,9,4,0,0,0,0,0,0,0,71,544,20,0
2n Cycle,Married,82347.0,0,0,38,1,7,7,10,3,1,0,0,1,0,0,0,68,1853,25,2
PhD,Together,30843.0,1,1,43,2,1,1,2,5,1,0,0,0,0,0,0,59,35,6,1
PhD,Married,46374.0,0,1,1,3,7,1,7,8,0,1,0,1,0,0,1,51,446,18,0
Graduation,Single,60474.0,0,1,25,7,10,2,12,7,0,0,0,0,0,0,0,46,1180,31,0
Master,Married,38576.0,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,52,41,5,1
Graduation,Married,55357.0,2,0,66,3,6,2,11,5,0,0,0,0,0,0,0,40,727,22,0
Graduation,Together,37758.0,1,1,49,2,1,0,3,8,0,0,0,0,0,0,0,59,40,6,1
2n Cycle,Married,85710.0,0,0,5,1,6,9,10,2,0,0,1,0,0,0,0,36,1062,26,2
Graduation,Together,23228.0,1,0,71,2,2,0,3,8,0,0,0,0,0,0,0,56,40,7,1
Master,Together,44602.0,1,1,35,6,6,1,4,8,0,0,0,0,0,0,0,56,292,17,0
Graduation,Married,7500.0,0,0,94,1,0,0,3,6,0,0,0,0,0,0,0,38,15,4,1
2n Cycle,Together,38683.0,1,0,80,6,4,1,6,7,0,0,0,0,0,0,0,36,341,17,0
2n Cycle,Single,49514.0,1,0,61,2,6,1,4,7,0,0,0,0,0,0,0,50,369,13,1
PhD,Together,57906.0,0,1,29,3,4,2,8,4,0,0,0,0,0,0,0,52,401,17,0
Master,Single,43456.0,0,1,0,3,5,1,8,5,0,0,0,0,0,0,0,59,393,17,0
Master,Single,19485.0,2,0,80,1,1,0,2,7,0,0,0,0,0,0,0,39,10,4,1
Graduation,Together,53172.0,0,1,54,3,2,3,8,3,0,0,0,0,0,0,0,47,486,16,2
Graduation,Together,30545.0,1,0,71,2,2,0,3,7,0,0,0,0,0,0,0,46,69,7,1
PhD,Together,70123.0,0,0,27,1,5,7,4,3,0,1,0,0,1,0,0,42,1727,17,2
Graduation,Single,62450.0,0,1,61,2,5,5,4,3,0,1,0,0,0,0,0,66,995,16,2
Graduation,Together,21675.0,1,0,55,3,4,0,3,7,0,0,0,0,0,0,0,49,45,10,1
2n Cycle,Single,42395.0,1,1,35,4,3,1,4,7,0,0,0,0,0,0,0,44,182,12,1
Master,Together,61346.0,1,0,34,1,5,7,10,3,0,0,0,0,0,0,0,47,989,23,2
Graduation,Together,80812.0,0,0,95,1,4,8,5,2,1,0,1,1,0,0,0,72,1677,18,2
Master,Divorced,42835.0,1,1,64,7,6,6,4,6,0,0,0,0,0,0,0,54,595,23,0
Graduation,Married,39922.0,1,0,30,2,3,0,4,8,0,0,0,0,0,0,0,42,156,9,1
Master,Single,86424.0,0,0,12,1,6,9,12,1,0,0,0,0,0,0,0,69,1226,28,2
2n Cycle,Together,17117.0,1,0,96,4,3,1,3,9,0,0,0,0,0,0,0,47,128,11,1
Graduation,Single,24762.0,1,0,16,3,3,1,2,8,1,0,0,0,0,0,1,53,86,9,1
Graduation,Married,35797.0,0,1,16,2,2,0,3,8,0,0,0,0,0,0,0,50,68,7,1
Graduation,Divorced,36627.0,2,0,78,1,0,0,3,5,0,0,0,0,0,0,0,50,16,4,1
2n Cycle,Married,51111.0,1,1,83,2,2,0,3,6,0,0,0,0,0,0,0,44,55,7,1
PhD,Single,86857.0,0,0,96,1,5,6,10,2,0,0,0,0,0,0,1,53,2114,22,2
PhD,Together,82072.0,0,0,67,1,3,2,13,1,0,0,0,0,0,0,0,55,2018,19,2
PhD,Single,46231.0,2,1,87,4,6,1,4,9,0,0,0,0,0,0,0,72,263,15,1
Graduation,Married,42243.0,1,1,34,2,2,0,3,7,0,0,0,0,0,0,0,66,55,7,1
Graduation,Together,51195.0,1,1,46,8,9,2,5,8,0,0,0,0,0,0,0,63,564,24,0
Master,Single,68092.0,0,0,7,2,2,6,10,5,0,0,0,0,0,0,0,47,1281,20,2
Graduation,Married,31814.0,1,0,73,2,2,0,3,9,1,0,0,0,0,0,0,52,83,7,1
Master,Widow,51390.0,1,1,54,6,5,2,5,5,0,0,0,0,0,0,0,60,353,18,0
Graduation,Married,76630.0,0,0,93,1,3,10,11,1,0,0,0,0,0,0,0,42,1003,25,2
Basic,Single,26868.0,1,0,52,1,1,0,2,7,0,0,0,0,0,0,0,34,14,4,1
PhD,Divorced,48948.0,0,0,53,2,7,10,5,6,1,0,0,0,0,0,1,82,902,24,2
PhD,Single,55260.0,0,1,81,2,8,10,5,6,0,0,0,0,0,0,0,53,1139,25,2
Graduation,Together,64090.0,0,1,8,1,6,9,4,5,0,0,0,0,0,0,1,69,797,20,2
Graduation,Divorced,78331.0,0,1,97,2,10,6,7,4,0,0,0,0,0,0,0,67,1638,25,2
PhD,Married,37087.0,1,0,50,3,4,2,8,6,0,0,0,0,0,0,0,51,401,17,0
Graduation,Divorced,21846.0,1,0,38,4,4,0,3,8,0,0,0,0,0,0,0,39,84,11,1
Graduation,Married,81320.0,0,0,61,1,4,3,10,2,0,0,0,0,0,0,0,67,928,18,2
Graduation,Divorced,54137.0,0,1,46,2,4,1,4,6,0,0,0,0,0,0,0,55,203,11,1
Graduation,Together,66825.0,0,0,73,1,4,5,6,2,0,0,0,0,0,0,0,58,858,16,2
Graduation,Together,57100.0,0,0,19,1,3,3,6,3,0,0,0,0,0,0,0,52,409,13,2
Graduation,Together,58917.0,1,2,10,5,4,1,6,5,0,0,0,0,0,0,0,56,282,16,0
Graduation,Single,85072.0,0,0,94,1,3,4,10,0,0,0,0,0,0,0,0,48,1423,18,2
Graduation,Single,86429.0,0,0,10,0,7,4,7,2,0,0,0,1,0,0,1,64,1449,18,2
Graduation,Widow,45684.0,1,0,37,1,1,0,2,7,0,0,0,0,0,0,0,54,28,4,1
Graduation,Together,47889.0,1,0,94,1,2,0,3,5,0,0,0,0,0,0,0,51,67,6,1
PhD,Married,45921.0,0,0,23,1,2,1,6,4,0,0,0,0,0,0,0,39,199,10,1
PhD,Single,78420.0,0,0,75,1,3,10,8,1,0,0,0,0,0,0,0,59,1453,22,2
Graduation,Together,75114.0,0,0,40,1,3,10,5,2,0,0,0,0,0,0,0,33,1253,19,2
PhD,Widow,52278.0,0,1,24,6,10,5,10,8,0,0,0,0,0,0,1,62,1198,31,0
Master,Married,35641.0,1,0,11,2,3,1,4,7,0,0,0,0,0,0,1,53,178,10,1
Graduation,Single,95529.0,0,0,29,1,7,3,7,3,0,0,1,0,0,0,1,31,1990,18,2
Graduation,Married,62820.0,0,0,51,1,3,4,6,1,0,0,0,0,0,0,0,71,976,14,2
Master,Together,73113.0,0,0,86,1,3,4,7,2,0,0,0,0,0,0,0,65,1001,15,2
PhD,Married,84169.0,0,0,9,1,7,6,6,3,0,1,1,0,0,0,1,43,1919,20,2
2n Cycle,Single,42607.0,0,1,30,2,3,2,7,3,0,0,0,0,0,0,0,71,350,14,1
PhD,Single,74637.0,0,0,73,1,6,9,9,3,0,0,0,1,0,0,0,71,1650,25,2
PhD,Together,46015.0,1,1,25,1,1,0,3,7,1,0,0,0,1,0,0,70,46,5,1
Graduation,Single,72354.0,0,0,67,1,2,10,6,1,0,0,0,0,0,0,0,32,1228,19,2
Master,Single,39858.0,1,0,67,1,2,0,4,6,0,0,0,0,0,0,1,56,95,7,1
PhD,Married,34469.0,1,1,58,3,1,1,4,4,0,0,0,0,0,0,0,77,62,9,1
Graduation,Together,83033.0,1,0,82,1,11,4,10,5,0,0,0,1,0,0,0,39,1761,26,2
Master,Together,24401.0,0,0,98,3,6,1,6,8,0,0,0,0,0,0,0,46,467,16,0
Graduation,Married,77583.0,0,0,93,1,4,5,9,2,0,0,0,1,0,0,0,47,1149,19,2
2n Cycle,Single,74116.0,0,0,53,1,4,4,10,2,0,1,0,0,0,0,0,43,2052,19,2
Graduation,Single,74293.0,0,0,66,1,5,4,6,2,0,0,0,0,0,0,0,32,1127,16,2
PhD,Married,68397.0,0,1,6,1,6,9,5,3,0,0,0,0,0,0,0,49,1416,21,2
PhD,Together,79632.0,0,0,42,1,6,4,9,2,0,0,0,0,0,0,0,51,1113,20,2
Graduation,Single,46107.0,1,0,78,1,1,1,4,3,0,0,0,0,0,0,0,36,125,7,1
PhD,Single,64950.0,0,1,29,2,11,2,10,7,0,1,0,0,0,0,0,74,966,25,0
Basic,Married,25443.0,1,0,82,1,1,0,3,8,0,0,0,0,0,0,0,36,32,5,1
Graduation,Single,75127.0,0,0,92,1,2,11,5,1,0,0,0,0,0,0,0,73,833,19,2
PhD,Together,32892.0,1,0,78,2,3,0,3,8,0,0,0,0,0,0,0,54,46,8,1
Graduation,Together,71796.0,0,0,54,1,9,3,4,4,0,0,0,0,0,0,0,54,960,17,2
PhD,Married,67536.0,0,1,45,3,11,5,11,8,0,0,0,1,0,0,0,55,1829,30,0
Graduation,Single,55239.0,0,1,59,3,7,5,11,5,0,0,0,0,0,0,0,54,779,26,0
PhD,Divorced,60554.0,1,0,8,2,8,4,9,6,0,0,0,0,0,0,0,50,811,23,0
2n Cycle,Single,64831.0,1,1,51,8,6,3,5,6,0,0,0,0,0,0,0,73,1120,22,0
PhD,Together,56067.0,0,1,51,2,7,4,7,5,0,0,0,0,0,0,0,63,725,20,0
Graduation,Divorced,82025.0,0,0,76,1,3,2,6,1,0,0,1,0,0,0,1,42,1187,12,2
Graduation,Together,94384.0,0,0,62,0,5,8,5,2,0,1,1,1,0,0,1,72,2302,18,2
Basic,Single,14906.0,0,0,86,3,2,1,3,7,0,0,0,0,0,0,0,39,66,9,1
PhD,Married,51563.0,0,0,60,1,4,4,10,8,0,1,1,0,0,0,0,38,1250,19,2
2n Cycle,Married,57937.0,0,1,56,3,4,4,9,3,0,0,0,0,0,0,0,43,683,20,2
Graduation,Divorced,68274.0,1,1,83,2,4,2,5,3,0,0,0,0,0,0,0,46,305,13,1
Graduation,Together,39771.0,1,0,92,1,2,0,3,4,0,0,0,0,0,0,0,48,50,6,1
2n Cycle,Divorced,67893.0,0,1,31,2,3,2,9,8,0,0,0,0,0,0,0,50,995,16,0
PhD,Together,27922.0,1,0,80,1,2,0,3,4,0,0,0,0,0,0,0,46,41,6,1
PhD,Together,52190.0,1,1,39,3,2,1,3,5,1,0,0,0,0,0,0,49,77,9,1
Master,Divorced,44051.0,1,1,20,4,3,1,4,6,0,0,0,0,0,0,1,52,171,12,1
PhD,Single,42767.0,2,0,53,1,3,1,2,8,0,0,0,0,0,0,0,54,131,7,1
Master,Together,46106.0,1,1,84,1,1,1,2,6,0,0,0,0,0,0,0,49,54,5,1
PhD,Married,16927.0,1,1,50,5,3,0,4,8,0,0,0,0,0,0,0,49,53,12,1
Graduation,Married,59754.0,0,1,96,3,5,2,6,5,0,0,0,0,0,0,1,60,475,16,0
Graduation,Single,53700.0,0,1,94,4,5,5,8,5,0,0,0,0,0,0,0,73,694,22,0
Graduation,Married,59041.0,1,1,25,2,2,0,4,5,0,0,0,0,0,0,0,52,96,8,1
PhD,Divorced,54237.0,0,1,48,4,5,2,5,6,0,0,0,0,0,0,0,68,361,16,0
Graduation,Divorced,70647.0,0,1,65,2,4,7,13,2,0,0,0,0,0,0,0,58,1079,26,2
PhD,Single,52597.0,0,1,69,3,6,3,8,5,0,0,0,0,0,0,0,63,578,20,0
Master,Together,41021.0,1,0,12,2,2,0,3,6,0,0,0,0,0,0,1,56,64,7,1
PhD,Married,40233.0,0,1,84,5,2,1,5,6,0,0,0,0,0,0,0,50,149,13,1
Graduation,Married,50183.0,1,1,47,7,3,1,6,5,0,0,0,0,0,0,0,45,231,17,0
Graduation,Together,54753.0,0,1,87,3,5,2,11,4,0,0,0,0,0,0,0,66,728,21,0
Graduation,Married,92955.0,0,0,35,1,6,7,9,2,0,0,1,1,0,0,1,52,1778,23,2
Graduation,Married,33471.0,1,0,47,3,3,0,4,7,0,0,0,0,0,0,0,52,93,10,1
PhD,Married,34596.0,1,0,48,1,1,0,2,8,0,0,0,0,0,0,1,51,23,4,1
Graduation,Together,44010.0,1,0,46,6,10,2,6,9,0,0,0,0,0,0,0,45,662,24,0
Graduation,Married,84219.0,0,0,27,1,3,4,10,1,0,0,0,0,0,0,0,37,1198,18,2
PhD,Together,40706.0,2,1,37,4,3,0,4,7,0,0,0,0,0,0,0,57,81,11,1
2n Cycle,Married,15716.0,1,0,8,3,3,0,4,8,0,0,0,0,0,1,0,37,92,10,1
2n Cycle,Divorced,59052.0,0,1,29,3,7,1,7,5,0,0,0,0,0,0,0,66,491,18,0
Master,Together,80573.0,0,0,85,1,4,6,13,2,0,0,0,0,0,0,0,54,1564,24,2
Graduation,Married,83715.0,0,0,2,1,2,8,13,0,0,0,0,0,0,0,0,63,926,24,2
Master,Together,82576.0,0,0,66,1,2,4,12,1,0,0,1,0,0,0,0,66,1910,19,2
Master,Married,56962.0,2,1,60,7,6,3,5,7,0,0,0,0,0,0,0,60,411,21,0
Graduation,Married,35704.0,1,1,54,3,2,0,4,4,0,0,0,0,0,0,0,73,94,9,1
Graduation,Together,53103.0,0,1,70,5,10,6,7,7,1,0,0,0,0,0,0,71,1085,28,0
2n Cycle,Widow,46779.0,1,1,55,1,0,1,2,4,0,0,0,0,0,0,0,65,23,4,1
Graduation,Divorced,4861.0,0,0,20,0,0,0,0,14,0,0,0,0,0,0,0,60,6,0,1
Master,Divorced,33462.0,1,0,78,1,2,0,3,7,0,0,0,0,0,0,0,46,54,6,1
Graduation,Divorced,63693.0,0,1,63,3,11,6,9,6,0,0,0,0,0,0,0,47,1150,29,0
Graduation,Married,80763.0,0,0,17,1,5,11,6,3,0,0,1,1,0,0,1,75,1415,23,2
PhD,Married,65352.0,0,1,43,2,4,2,8,4,0,0,0,0,0,0,0,51,405,16,2
PhD,Married,82170.0,0,0,13,1,5,6,7,2,0,0,0,0,0,0,0,47,1908,19,2
Graduation,Married,75759.0,0,0,46,1,9,7,9,5,1,0,1,1,0,0,1,56,2486,26,2
2n Cycle,Single,79689.0,0,0,65,1,4,9,13,2,0,0,0,0,0,0,0,49,1315,27,2
PhD,Widow,35340.0,1,1,1,2,2,0,3,5,0,0,0,0,0,0,0,69,45,7,1
Graduation,Divorced,85683.0,0,0,6,1,2,4,10,1,0,1,1,1,1,0,1,71,1789,17,2
2n Cycle,Married,24884.0,1,0,32,1,0,0,3,7,0,0,0,0,0,0,0,53,19,4,1
Master,Together,42021.0,1,0,34,5,10,1,6,9,1,0,0,0,0,0,0,44,573,22,0
Graduation,Single,64449.0,1,0,70,4,5,3,12,4,0,0,0,0,0,0,0,36,805,24,0
Graduation,Divorced,64587.0,1,1,49,2,1,1,4,3,0,0,0,0,0,0,0,71,108,8,1
Graduation,Single,34824.0,0,0,65,1,1,0,2,6,0,0,0,0,0,0,0,30,23,4,1
Graduation,Together,75437.0,0,0,25,1,8,4,10,6,0,0,0,1,0,0,0,47,1493,23,2
Graduation,Together,26091.0,1,1,84,3,2,1,3,5,0,0,0,0,0,0,0,68,89,9,1
Graduation,Married,52845.0,1,0,7,3,8,8,6,6,1,0,0,0,0,0,0,52,936,25,0
Graduation,Divorced,46086.0,0,1,34,4,3,1,8,4,0,0,0,0,0,0,0,69,343,16,0
PhD,Widow,78028.0,0,1,38,1,6,4,9,7,0,1,1,0,0,0,1,69,528,20,2
PhD,Single,95169.0,0,0,1,1,4,3,4,1,0,0,1,1,0,0,1,38,1901,12,2
2n Cycle,Married,56337.0,1,1,25,5,8,5,4,8,1,0,0,1,0,0,1,44,724,22,0
Graduation,Together,22434.0,1,0,25,2,2,0,3,8,0,0,0,0,0,0,0,38,58,7,1
PhD,Married,36930.0,0,1,50,5,5,2,4,8,0,0,0,0,0,0,0,71,297,16,0
Graduation,Single,36130.0,0,1,46,6,3,8,4,4,1,0,0,0,0,0,1,71,488,21,0
Master,Married,65569.0,0,1,96,2,6,5,10,3,0,0,0,0,0,0,0,72,859,23,2
Graduation,Together,83844.0,0,0,57,1,4,4,11,1,0,0,1,0,0,0,0,73,1574,20,2
Graduation,Married,19514.0,1,1,47,4,3,1,2,8,1,0,0,0,0,0,0,57,69,10,1
PhD,Single,36736.0,1,1,52,1,1,0,2,6,0,0,0,0,0,0,0,62,17,4,1
Graduation,Together,77568.0,0,1,30,1,10,2,8,5,0,1,1,1,0,0,0,46,2194,21,2
PhD,Together,49187.0,0,1,63,1,1,1,5,2,0,0,0,0,0,0,0,49,116,8,1
Graduation,Single,30168.0,1,0,51,7,6,1,4,9,0,0,0,0,0,0,0,47,279,18,0
Master,Together,34053.0,0,1,14,1,3,0,3,8,0,0,0,0,0,0,0,57,103,7,1
Master,Married,38196.0,1,1,20,3,2,0,4,5,0,0,0,0,0,0,0,54,44,9,1
Master,Married,59412.0,0,0,56,1,4,2,8,3,0,0,0,0,0,0,0,74,406,15,2
2n Cycle,Married,70924.0,0,0,41,1,6,6,7,3,0,0,1,0,0,0,0,60,1363,20,2
Graduation,Together,54165.0,0,0,72,1,2,1,7,2,0,0,0,0,0,0,0,56,236,11,1
Graduation,Married,32300.0,1,0,1,1,1,0,3,8,0,0,0,0,0,0,0,52,39,5,1
Graduation,Single,20180.0,0,0,27,1,2,1,4,7,0,0,0,0,0,0,0,49,137,8,1
Graduation,Married,34961.0,1,0,77,3,3,1,3,7,0,0,0,0,0,0,0,52,79,10,1
PhD,Together,28440.0,1,0,87,1,2,0,3,8,0,0,0,0,0,0,0,51,63,6,1
PhD,Together,64504.0,1,2,81,7,11,3,4,7,0,0,0,0,0,0,1,72,1314,25,0
Master,Together,33564.0,0,1,51,1,1,1,3,5,0,0,0,0,0,0,0,59,71,6,1
Graduation,Married,17345.0,1,0,79,2,2,1,2,8,0,0,0,0,0,0,0,47,58,7,1
PhD,Married,56320.0,0,1,11,3,5,4,9,4,0,0,0,0,0,0,0,58,702,21,2
Graduation,Single,28647.0,1,0,54,1,2,2,2,7,1,0,0,0,0,0,1,47,94,7,1
Basic,Single,15038.0,1,0,93,2,2,1,2,9,0,0,0,0,0,0,0,38,80,7,1
PhD,Divorced,32173.0,0,1,0,1,1,0,3,4,0,0,0,0,0,0,0,67,22,5,1
2n Cycle,Together,68316.0,0,1,54,5,10,7,10,6,0,0,0,0,0,0,0,61,1211,32,0
Graduation,Together,74538.0,0,0,21,1,8,8,5,3,0,0,1,0,0,0,1,54,1461,22,2
Graduation,Single,91700.0,0,0,58,1,8,6,5,3,0,0,0,0,0,0,1,54,1968,20,2
Graduation,Together,68695.0,0,0,3,1,4,4,7,2,0,0,0,0,0,0,0,56,1091,16,2
2n Cycle,Married,31056.0,1,0,99,1,1,0,3,8,0,0,0,0,0,0,0,48,55,5,1
Graduation,Married,79593.0,0,0,70,1,5,6,7,2,0,0,1,0,0,0,0,52,1366,19,2
Graduation,Single,28071.0,0,0,65,2,5,1,5,8,0,0,0,0,0,0,0,45,313,13,1
PhD,Together,37334.0,1,1,44,4,3,0,4,4,0,0,0,0,0,0,0,67,62,11,1
Master,Single,46423.0,1,1,6,3,2,0,4,7,0,0,0,0,0,0,0,53,92,9,1
PhD,Married,37126.0,1,0,9,1,1,2,2,6,1,0,0,0,0,0,1,54,72,6,1
Graduation,Married,47703.0,0,1,95,4,6,3,8,5,0,0,0,0,0,0,0,72,655,21,0
Graduation,Married,61180.0,0,1,70,2,5,5,6,3,1,0,0,0,0,0,0,66,704,18,2
Graduation,Married,38998.0,1,1,92,3,2,0,3,8,0,0,0,0,0,1,0,71,54,8,1
Graduation,Single,8028.0,0,0,62,15,0,1,0,19,0,0,0,0,0,0,0,34,178,16,0
Graduation,Together,76081.0,0,0,85,1,4,5,4,2,0,0,0,1,0,0,0,63,1033,14,2
Graduation,Together,34728.0,1,0,2,1,1,1,2,6,0,0,0,0,0,0,1,39,36,5,1
Master,Single,33168.0,0,1,0,3,2,1,4,7,0,0,0,0,0,0,0,60,122,10,1
Master,Married,33585.0,0,1,91,1,2,0,4,4,0,0,0,0,0,0,0,59,122,7,1
PhD,Married,77037.0,0,1,3,1,7,7,12,3,0,0,0,0,0,0,0,65,1123,27,2
Graduation,Together,35196.0,1,0,68,6,6,1,5,8,0,0,0,0,0,0,1,41,497,18,0
Graduation,Married,44529.0,0,1,98,6,6,2,11,5,0,1,0,0,0,0,0,59,691,25,0
2n Cycle,Married,70924.0,0,0,41,1,6,6,7,3,0,0,1,0,0,0,0,60,1363,20,2
PhD,Together,28764.0,1,1,16,1,1,0,2,8,1,0,0,0,0,0,0,59,12,4,1
PhD,Married,69098.0,0,0,82,1,7,8,9,5,0,0,0,0,0,0,0,76,2440,25,2
2n Cycle,Divorced,25959.0,1,1,1,2,1,2,2,6,0,0,0,0,0,0,1,55,56,7,1
Master,Married,27100.0,1,0,64,1,1,0,3,7,0,0,0,0,0,0,0,42,37,5,1
Graduation,Single,70596.0,0,0,68,1,3,5,12,2,0,0,0,0,0,0,0,40,968,21,2
Graduation,Married,42557.0,0,1,98,4,6,1,4,8,0,0,0,0,0,0,0,51,270,15,0
PhD,Married,53312.0,0,0,32,1,5,1,5,7,0,0,0,0,0,0,0,74,278,12,1
Graduation,Single,72228.0,0,0,87,1,6,7,8,3,0,0,0,0,0,0,0,73,1250,22,2
Graduation,Together,67605.0,0,0,84,1,2,8,6,1,0,0,0,0,0,0,0,38,938,17,2
Master,Married,62845.0,1,1,3,11,3,4,10,8,0,1,0,0,0,0,0,76,1178,28,0
Graduation,Together,65196.0,0,2,34,2,7,6,11,5,1,0,0,0,0,0,0,67,1155,26,2
PhD,Single,42000.0,0,0,23,2,5,2,11,5,0,0,0,0,0,0,1,38,653,20,0
PhD,Divorced,35860.0,1,1,37,2,1,1,2,5,1,0,0,0,0,0,0,52,49,6,1
PhD,Married,65526.0,0,1,22,1,4,4,8,2,0,0,0,0,0,0,0,61,506,17,2
Graduation,Married,16860.0,1,1,19,3,1,1,3,7,0,0,0,0,0,0,0,64,38,8,1
Graduation,Single,83528.0,0,0,7,1,4,10,8,1,1,0,0,1,0,0,1,33,1650,23,2
2n Cycle,Divorced,64176.0,0,1,52,8,8,9,8,6,0,0,0,0,0,0,0,60,1826,33,0
Graduation,Divorced,22304.0,0,0,91,1,1,0,2,8,0,0,0,0,0,0,0,69,18,4,1
Graduation,Married,67023.0,0,0,93,1,3,7,13,2,0,0,0,0,0,1,0,47,906,24,2
PhD,Together,32892.0,1,0,78,2,3,0,3,8,0,0,0,0,0,0,0,54,46,8,1
Graduation,Together,70713.0,0,1,23,6,5,6,8,3,0,0,0,0,0,0,0,59,1477,25,2
Graduation,Together,59925.0,0,1,83,3,9,2,9,6,0,0,0,0,0,0,0,70,766,23,0
Graduation,Married,39722.0,0,1,92,2,2,0,3,5,0,0,0,0,0,0,0,72,47,7,1
Graduation,Together,46610.0,0,0,4,1,6,1,6,6,0,0,0,0,0,0,0,67,467,14,0
Graduation,Together,88347.0,0,0,32,1,4,7,9,1,0,0,0,1,0,0,0,64,2116,21,2
PhD,Married,87171.0,0,0,27,1,6,7,11,2,1,0,1,0,0,0,0,44,1298,25,2
2n Cycle,Together,26907.0,1,1,10,2,1,0,3,7,0,0,0,0,0,0,0,49,22,6,1
Master,Single,50014.0,1,0,9,2,4,1,8,5,0,0,0,0,0,0,0,57,396,15,1
PhD,Married,41014.0,1,0,65,1,1,0,2,7,0,0,0,0,0,0,0,47,20,4,1
Graduation,Single,66294.0,0,0,68,1,4,3,5,2,0,0,0,0,0,0,0,60,967,13,2
Graduation,Married,36715.0,1,0,16,6,7,2,4,9,0,0,0,0,0,0,1,54,357,19,0
Graduation,Married,79456.0,0,0,12,1,5,6,4,3,0,0,0,0,0,0,1,69,1401,16,2
Graduation,Together,40479.0,1,0,95,1,0,0,3,4,0,0,0,0,0,0,0,43,15,4,1
Master,Single,75345.0,0,0,16,1,5,8,6,3,0,0,0,1,0,0,1,55,2087,20,2
Graduation,Married,54233.0,0,1,46,4,11,6,5,8,0,0,0,0,0,0,0,48,981,26,0
Graduation,Single,24163.0,1,1,3,2,1,0,3,4,0,0,0,0,0,0,0,55,17,6,1
PhD,Together,84460.0,0,0,80,0,9,9,4,5,0,1,1,1,1,0,1,67,523,22,2
Graduation,Together,43776.0,1,0,77,1,1,0,2,6,0,0,0,0,0,0,0,42,23,4,1
PhD,Single,71691.0,0,0,0,1,4,7,5,2,0,0,0,0,0,0,1,67,1192,17,2
